gid,latitude,longitude,elevation,timezone,country,state,county
521853,38.13,-103.54,1275,-7,United States,Colorado,Otero
521854,38.09,-103.54,1267,-7,United States,Colorado,Otero
521855,38.05,-103.54,1295,-7,United States,Colorado,Otero
521856,38.01,-103.54,1255,-7,United States,Colorado,Otero
521857,37.97,-103.54,1260,-7,United States,Colorado,Otero
521858,37.93,-103.54,1292,-7,United States,Colorado,Otero
521859,37.89,-103.54,1323,-7,United States,Colorado,Otero
521860,37.85,-103.54,1357,-7,United States,Colorado,Otero
521861,37.81,-103.54,1383,-7,United States,Colorado,Otero
521862,37.77,-103.54,1346,-7,United States,Colorado,Otero
521863,37.73,-103.54,1361,-7,United States,Colorado,Otero
521864,37.69,-103.54,1358,-7,United States,Colorado,Otero
521865,37.65,-103.54,1371,-7,United States,Colorado,Otero
521866,37.61,-103.54,1432,-7,United States,Colorado,Las Animas
521867,37.57,-103.54,1459,-7,United States,Colorado,Las Animas
521868,37.53,-103.54,1508,-7,United States,Colorado,Las Animas
521869,37.49,-103.54,1640,-7,United States,Colorado,Las Animas
521870,37.45,-103.54,1633,-7,United States,Colorado,Las Animas
521871,37.41,-103.54,1658,-7,United States,Colorado,Las Animas
521872,37.37,-103.54,1691,-7,United States,Colorado,Las Animas
521873,37.33,-103.54,1707,-7,United States,Colorado,Las Animas
521874,37.29,-103.54,1727,-7,United States,Colorado,Las Animas
521875,37.25,-103.54,1749,-7,United States,Colorado,Las Animas
521876,37.21,-103.54,1769,-7,United States,Colorado,Las Animas
521877,37.17,-103.54,1861,-7,United States,Colorado,Las Animas
521878,37.13,-103.54,1901,-7,United States,Colorado,Las Animas
521879,37.09,-103.54,1855,-7,United States,Colorado,Las Animas
521880,37.05,-103.54,1720,-7,United States,Colorado,Las Animas
521881,37.01,-103.54,1702,-7,United States,Colorado,Las Animas
522830,40.97,-103.5,1354,-7,United States,Colorado,Logan
522831,40.93,-103.5,1315,-7,United States,Colorado,Logan
522832,40.89,-103.5,1324,-7,United States,Colorado,Logan
522833,40.85,-103.5,1318,-7,United States,Colorado,Logan
522834,40.81,-103.5,1339,-7,United States,Colorado,Logan
522835,40.77,-103.5,1350,-7,United States,Colorado,Logan
522836,40.73,-103.5,1355,-7,United States,Colorado,Logan
522837,40.69,-103.5,1301,-7,United States,Colorado,Logan
522838,40.65,-103.5,1313,-7,United States,Colorado,Logan
522839,40.61,-103.5,1351,-7,United States,Colorado,Logan
522840,40.57,-103.5,1344,-7,United States,Colorado,Logan
522841,40.53,-103.5,1351,-7,United States,Colorado,Logan
522842,40.49,-103.5,1337,-7,United States,Colorado,Morgan
522843,40.45,-103.5,1320,-7,United States,Colorado,Morgan
522844,40.41,-103.5,1305,-7,United States,Colorado,Morgan
522845,40.37,-103.5,1264,-7,United States,Colorado,Morgan
522846,40.33,-103.5,1280,-7,United States,Colorado,Morgan
522847,40.29,-103.5,1313,-7,United States,Colorado,Morgan
522848,40.25,-103.5,1329,-7,United States,Colorado,Morgan
522849,40.21,-103.5,1352,-7,United States,Colorado,Morgan
522850,40.17,-103.5,1369,-7,United States,Colorado,Morgan
522851,40.13,-103.5,1382,-7,United States,Colorado,Morgan
522852,40.09,-103.5,1378,-7,United States,Colorado,Morgan
522853,40.05,-103.5,1368,-7,United States,Colorado,Morgan
522854,40.01,-103.5,1372,-7,United States,Colorado,Morgan
522855,39.97,-103.5,1380,-7,United States,Colorado,Washington
522856,39.93,-103.5,1392,-7,United States,Colorado,Washington
522857,39.89,-103.5,1408,-7,United States,Colorado,Washington
522858,39.85,-103.5,1420,-7,United States,Colorado,Washington
522859,39.81,-103.5,1445,-7,United States,Colorado,Washington
522860,39.77,-103.5,1459,-7,United States,Colorado,Washington
522861,39.73,-103.5,1491,-7,United States,Colorado,Washington
522862,39.69,-103.5,1516,-7,United States,Colorado,Washington
522863,39.65,-103.5,1543,-7,United States,Colorado,Washington
522864,39.61,-103.5,1592,-7,United States,Colorado,Washington
522865,39.57,-103.5,1623,-7,United States,Colorado,Washington
522866,39.53,-103.5,1632,-7,United States,Colorado,Lincoln
522867,39.49,-103.5,1637,-7,United States,Colorado,Lincoln
522868,39.45,-103.5,1640,-7,United States,Colorado,Lincoln
522869,39.41,-103.5,1664,-7,United States,Colorado,Lincoln
522870,39.37,-103.5,1676,-7,United States,Colorado,Lincoln
522871,39.33,-103.5,1688,-7,United States,Colorado,Lincoln
522872,39.29,-103.5,1701,-7,United States,Colorado,Lincoln
522873,39.25,-103.5,1658,-7,United States,Colorado,Lincoln
522874,39.21,-103.5,1611,-7,United States,Colorado,Lincoln
522875,39.17,-103.5,1585,-7,United States,Colorado,Lincoln
522876,39.13,-103.5,1558,-7,United States,Colorado,Lincoln
522877,39.09,-103.5,1603,-7,United States,Colorado,Lincoln
522878,39.05,-103.5,1594,-7,United States,Colorado,Lincoln
522879,39.01,-103.5,1581,-7,United States,Colorado,Lincoln
522880,38.97,-103.5,1566,-7,United States,Colorado,Lincoln
522881,38.93,-103.5,1550,-7,United States,Colorado,Lincoln
522882,38.89,-103.5,1531,-7,United States,Colorado,Lincoln
522883,38.85,-103.5,1512,-7,United States,Colorado,Lincoln
522884,38.81,-103.5,1518,-7,United States,Colorado,Lincoln
522885,38.77,-103.5,1552,-7,United States,Colorado,Lincoln
522886,38.73,-103.5,1537,-7,United States,Colorado,Lincoln
522887,38.69,-103.5,1476,-7,United States,Colorado,Lincoln
522888,38.65,-103.5,1465,-7,United States,Colorado,Lincoln
522889,38.61,-103.5,1475,-7,United States,Colorado,Lincoln
522890,38.57,-103.5,1485,-7,United States,Colorado,Lincoln
522891,38.53,-103.5,1437,-7,United States,Colorado,Lincoln
522892,38.49,-103.5,1400,-7,United States,Colorado,Kiowa
522893,38.45,-103.5,1395,-7,United States,Colorado,Kiowa
522894,38.41,-103.5,1379,-7,United States,Colorado,Kiowa
522895,38.37,-103.5,1366,-7,United States,Colorado,Kiowa
522896,38.33,-103.5,1361,-7,United States,Colorado,Kiowa
522897,38.29,-103.5,1367,-7,United States,Colorado,Kiowa
522898,38.25,-103.5,1332,-7,United States,Colorado,Otero
522899,38.21,-103.5,1305,-7,United States,Colorado,Otero
522900,38.17,-103.5,1289,-7,United States,Colorado,Otero
522901,38.13,-103.5,1265,-7,United States,Colorado,Otero
522902,38.09,-103.5,1269,-7,United States,Colorado,Otero
522903,38.05,-103.5,1267,-7,United States,Colorado,Otero
522904,38.01,-103.5,1238,-7,United States,Colorado,Otero
522905,37.97,-103.5,1263,-7,United States,Colorado,Otero
522906,37.93,-103.5,1304,-7,United States,Colorado,Otero
522907,37.89,-103.5,1338,-7,United States,Colorado,Otero
522908,37.85,-103.5,1370,-7,United States,Colorado,Otero
522909,37.81,-103.5,1339,-7,United States,Colorado,Otero
522910,37.77,-103.5,1341,-7,United States,Colorado,Otero
522911,37.73,-103.5,1327,-7,United States,Colorado,Otero
522912,37.69,-103.5,1385,-7,United States,Colorado,Otero
522913,37.65,-103.5,1418,-7,United States,Colorado,Otero
522914,37.61,-103.5,1454,-7,United States,Colorado,Las Animas
522915,37.57,-103.5,1476,-7,United States,Colorado,Las Animas
522916,37.53,-103.5,1497,-7,United States,Colorado,Las Animas
522917,37.49,-103.5,1566,-7,United States,Colorado,Las Animas
522918,37.45,-103.5,1622,-7,United States,Colorado,Las Animas
522919,37.41,-103.5,1683,-7,United States,Colorado,Las Animas
522920,37.37,-103.5,1704,-7,United States,Colorado,Las Animas
522921,37.33,-103.5,1712,-7,United States,Colorado,Las Animas
522922,37.29,-103.5,1728,-7,United States,Colorado,Las Animas
522923,37.25,-103.5,1758,-7,United States,Colorado,Las Animas
522924,37.21,-103.5,1779,-7,United States,Colorado,Las Animas
522925,37.17,-103.5,1790,-7,United States,Colorado,Las Animas
522926,37.13,-103.5,1889,-7,United States,Colorado,Las Animas
522927,37.09,-103.5,1896,-7,United States,Colorado,Las Animas
522928,37.05,-103.5,1763,-7,United States,Colorado,Las Animas
522929,37.01,-103.5,1608,-7,United States,Colorado,Las Animas
523878,40.97,-103.46,1360,-7,United States,Colorado,Logan
523879,40.93,-103.46,1306,-7,United States,Colorado,Logan
523880,40.89,-103.46,1303,-7,United States,Colorado,Logan
523881,40.85,-103.46,1304,-7,United States,Colorado,Logan
523882,40.81,-103.46,1310,-7,United States,Colorado,Logan
523883,40.77,-103.46,1327,-7,United States,Colorado,Logan
523884,40.73,-103.46,1347,-7,United States,Colorado,Logan
523885,40.69,-103.46,1327,-7,United States,Colorado,Logan
523886,40.65,-103.46,1299,-7,United States,Colorado,Logan
523887,40.61,-103.46,1310,-7,United States,Colorado,Logan
523888,40.57,-103.46,1331,-7,United States,Colorado,Logan
523889,40.53,-103.46,1315,-7,United States,Colorado,Logan
523890,40.49,-103.46,1312,-7,United States,Colorado,Logan
523891,40.45,-103.46,1302,-7,United States,Colorado,Logan
523892,40.41,-103.46,1278,-7,United States,Colorado,Washington
523893,40.37,-103.46,1267,-7,United States,Colorado,Washington
523894,40.33,-103.46,1304,-7,United States,Colorado,Washington
523895,40.29,-103.46,1320,-7,United States,Colorado,Washington
523896,40.25,-103.46,1323,-7,United States,Colorado,Washington
523897,40.21,-103.46,1332,-7,United States,Colorado,Washington
523898,40.17,-103.46,1353,-7,United States,Colorado,Washington
523899,40.13,-103.46,1381,-7,United States,Colorado,Washington
523900,40.09,-103.46,1395,-7,United States,Colorado,Washington
523901,40.05,-103.46,1385,-7,United States,Colorado,Washington
523902,40.01,-103.46,1394,-7,United States,Colorado,Washington
523903,39.97,-103.46,1387,-7,United States,Colorado,Washington
523904,39.93,-103.46,1401,-7,United States,Colorado,Washington
523905,39.89,-103.46,1414,-7,United States,Colorado,Washington
523906,39.85,-103.46,1445,-7,United States,Colorado,Washington
523907,39.81,-103.46,1448,-7,United States,Colorado,Washington
523908,39.77,-103.46,1469,-7,United States,Colorado,Washington
523909,39.73,-103.46,1511,-7,United States,Colorado,Washington
523910,39.69,-103.46,1523,-7,United States,Colorado,Washington
523911,39.65,-103.46,1561,-7,United States,Colorado,Washington
523912,39.61,-103.46,1598,-7,United States,Colorado,Washington
523913,39.57,-103.46,1607,-7,United States,Colorado,Washington
523914,39.53,-103.46,1614,-7,United States,Colorado,Lincoln
523915,39.49,-103.46,1623,-7,United States,Colorado,Lincoln
523916,39.45,-103.46,1629,-7,United States,Colorado,Lincoln
523917,39.41,-103.46,1650,-7,United States,Colorado,Lincoln
523918,39.37,-103.46,1655,-7,United States,Colorado,Lincoln
523919,39.33,-103.46,1672,-7,United States,Colorado,Lincoln
523920,39.29,-103.46,1684,-7,United States,Colorado,Lincoln
523921,39.25,-103.46,1659,-7,United States,Colorado,Lincoln
523922,39.21,-103.46,1606,-7,United States,Colorado,Lincoln
523923,39.17,-103.46,1577,-7,United States,Colorado,Lincoln
523924,39.13,-103.46,1550,-7,United States,Colorado,Lincoln
523925,39.09,-103.46,1580,-7,United States,Colorado,Lincoln
523926,39.05,-103.46,1580,-7,United States,Colorado,Lincoln
523927,39.01,-103.46,1568,-7,United States,Colorado,Lincoln
523928,38.97,-103.46,1558,-7,United States,Colorado,Lincoln
523929,38.93,-103.46,1549,-7,United States,Colorado,Lincoln
523930,38.89,-103.46,1533,-7,United States,Colorado,Lincoln
523931,38.85,-103.46,1523,-7,United States,Colorado,Lincoln
523932,38.81,-103.46,1493,-7,United States,Colorado,Lincoln
523933,38.77,-103.46,1526,-7,United States,Colorado,Lincoln
523934,38.73,-103.46,1536,-7,United States,Colorado,Lincoln
523935,38.69,-103.46,1488,-7,United States,Colorado,Lincoln
523936,38.65,-103.46,1437,-7,United States,Colorado,Lincoln
523937,38.61,-103.46,1423,-7,United States,Colorado,Lincoln
523938,38.57,-103.46,1419,-7,United States,Colorado,Lincoln
523939,38.53,-103.46,1406,-7,United States,Colorado,Lincoln
523940,38.49,-103.46,1385,-7,United States,Colorado,Kiowa
523941,38.45,-103.46,1373,-7,United States,Colorado,Kiowa
523942,38.41,-103.46,1364,-7,United States,Colorado,Kiowa
523943,38.37,-103.46,1354,-7,United States,Colorado,Kiowa
523944,38.33,-103.46,1342,-7,United States,Colorado,Kiowa
523945,38.29,-103.46,1333,-7,United States,Colorado,Kiowa
523946,38.25,-103.46,1313,-7,United States,Colorado,Otero
523947,38.21,-103.46,1292,-7,United States,Colorado,Otero
523948,38.17,-103.46,1271,-7,United States,Colorado,Otero
523949,38.13,-103.46,1263,-7,United States,Colorado,Otero
523950,38.09,-103.46,1266,-7,United States,Colorado,Otero
523951,38.05,-103.46,1245,-7,United States,Colorado,Otero
523952,38.01,-103.46,1240,-7,United States,Colorado,Otero
523953,37.97,-103.46,1278,-7,United States,Colorado,Otero
523954,37.93,-103.46,1318,-7,United States,Colorado,Otero
523955,37.89,-103.46,1354,-7,United States,Colorado,Otero
523956,37.85,-103.46,1360,-7,United States,Colorado,Otero
523957,37.81,-103.46,1333,-7,United States,Colorado,Otero
523958,37.77,-103.46,1311,-7,United States,Colorado,Otero
523959,37.73,-103.46,1375,-7,United States,Colorado,Otero
523960,37.69,-103.46,1407,-7,United States,Colorado,Otero
523961,37.65,-103.46,1412,-7,United States,Colorado,Otero
523962,37.61,-103.46,1428,-7,United States,Colorado,Las Animas
523963,37.57,-103.46,1448,-7,United States,Colorado,Las Animas
523964,37.53,-103.46,1480,-7,United States,Colorado,Las Animas
523965,37.49,-103.46,1539,-7,United States,Colorado,Las Animas
523966,37.45,-103.46,1612,-7,United States,Colorado,Las Animas
523967,37.41,-103.46,1683,-7,United States,Colorado,Las Animas
523968,37.37,-103.46,1688,-7,United States,Colorado,Las Animas
523969,37.33,-103.46,1701,-7,United States,Colorado,Las Animas
523970,37.29,-103.46,1724,-7,United States,Colorado,Las Animas
523971,37.25,-103.46,1745,-7,United States,Colorado,Las Animas
523972,37.21,-103.46,1761,-7,United States,Colorado,Las Animas
523973,37.17,-103.46,1760,-7,United States,Colorado,Las Animas
523974,37.13,-103.46,1826,-7,United States,Colorado,Las Animas
523975,37.09,-103.46,1832,-7,United States,Colorado,Las Animas
523976,37.05,-103.46,1778,-7,United States,Colorado,Las Animas
523977,37.01,-103.46,1688,-7,United States,Colorado,Las Animas
524927,40.97,-103.42,1358,-7,United States,Colorado,Logan
524928,40.93,-103.42,1304,-7,United States,Colorado,Logan
524929,40.89,-103.42,1288,-7,United States,Colorado,Logan
524930,40.85,-103.42,1291,-7,United States,Colorado,Logan
524931,40.81,-103.42,1287,-7,United States,Colorado,Logan
524932,40.77,-103.42,1305,-7,United States,Colorado,Logan
524933,40.73,-103.42,1330,-7,United States,Colorado,Logan
524934,40.69,-103.42,1347,-7,United States,Colorado,Logan
524935,40.65,-103.42,1306,-7,United States,Colorado,Logan
524936,40.61,-103.42,1273,-7,United States,Colorado,Logan
524937,40.57,-103.42,1296,-7,United States,Colorado,Logan
524938,40.53,-103.42,1302,-7,United States,Colorado,Logan
524939,40.49,-103.42,1301,-7,United States,Colorado,Logan
524940,40.45,-103.42,1283,-7,United States,Colorado,Logan
524941,40.41,-103.42,1250,-7,United States,Colorado,Washington
524942,40.37,-103.42,1282,-7,United States,Colorado,Washington
524943,40.33,-103.42,1317,-7,United States,Colorado,Washington
524944,40.29,-103.42,1336,-7,United States,Colorado,Washington
524945,40.25,-103.42,1348,-7,United States,Colorado,Washington
524946,40.21,-103.42,1336,-7,United States,Colorado,Washington
524947,40.17,-103.42,1344,-7,United States,Colorado,Washington
524948,40.13,-103.42,1365,-7,United States,Colorado,Washington
524949,40.09,-103.42,1393,-7,United States,Colorado,Washington
524950,40.05,-103.42,1410,-7,United States,Colorado,Washington
524951,40.01,-103.42,1408,-7,United States,Colorado,Washington
524952,39.97,-103.42,1407,-7,United States,Colorado,Washington
524953,39.93,-103.42,1415,-7,United States,Colorado,Washington
524954,39.89,-103.42,1426,-7,United States,Colorado,Washington
524955,39.85,-103.42,1438,-7,United States,Colorado,Washington
524956,39.81,-103.42,1466,-7,United States,Colorado,Washington
524957,39.77,-103.42,1476,-7,United States,Colorado,Washington
524958,39.73,-103.42,1523,-7,United States,Colorado,Washington
524959,39.69,-103.42,1538,-7,United States,Colorado,Washington
524960,39.65,-103.42,1573,-7,United States,Colorado,Washington
524961,39.61,-103.42,1590,-7,United States,Colorado,Washington
524962,39.57,-103.42,1594,-7,United States,Colorado,Washington
524963,39.53,-103.42,1599,-7,United States,Colorado,Lincoln
524964,39.49,-103.42,1609,-7,United States,Colorado,Lincoln
524965,39.45,-103.42,1613,-7,United States,Colorado,Lincoln
524966,39.41,-103.42,1634,-7,United States,Colorado,Lincoln
524967,39.37,-103.42,1646,-7,United States,Colorado,Lincoln
524968,39.33,-103.42,1652,-7,United States,Colorado,Lincoln
524969,39.29,-103.42,1665,-7,United States,Colorado,Lincoln
524970,39.25,-103.42,1669,-7,United States,Colorado,Lincoln
524971,39.21,-103.42,1616,-7,United States,Colorado,Lincoln
524972,39.17,-103.42,1585,-7,United States,Colorado,Lincoln
524973,39.13,-103.42,1558,-7,United States,Colorado,Lincoln
524974,39.09,-103.42,1533,-7,United States,Colorado,Lincoln
524975,39.05,-103.42,1542,-7,United States,Colorado,Lincoln
524976,39.01,-103.42,1522,-7,United States,Colorado,Lincoln
524977,38.97,-103.42,1513,-7,United States,Colorado,Lincoln
524978,38.93,-103.42,1523,-7,United States,Colorado,Lincoln
524979,38.89,-103.42,1527,-7,United States,Colorado,Lincoln
524980,38.85,-103.42,1504,-7,United States,Colorado,Lincoln
524981,38.81,-103.42,1474,-7,United States,Colorado,Lincoln
524982,38.77,-103.42,1498,-7,United States,Colorado,Lincoln
524983,38.73,-103.42,1515,-7,United States,Colorado,Lincoln
524984,38.69,-103.42,1502,-7,United States,Colorado,Lincoln
524985,38.65,-103.42,1442,-7,United States,Colorado,Lincoln
524986,38.61,-103.42,1407,-7,United States,Colorado,Lincoln
524987,38.57,-103.42,1390,-7,United States,Colorado,Lincoln
524988,38.53,-103.42,1381,-7,United States,Colorado,Lincoln
524989,38.49,-103.42,1372,-7,United States,Colorado,Kiowa
524990,38.45,-103.42,1340,-7,United States,Colorado,Kiowa
524991,38.41,-103.42,1332,-7,United States,Colorado,Kiowa
524992,38.37,-103.42,1338,-7,United States,Colorado,Kiowa
524993,38.33,-103.42,1338,-7,United States,Colorado,Kiowa
524994,38.29,-103.42,1317,-7,United States,Colorado,Kiowa
524995,38.25,-103.42,1299,-7,United States,Colorado,Otero
524996,38.21,-103.42,1277,-7,United States,Colorado,Otero
524997,38.17,-103.42,1261,-7,United States,Colorado,Otero
524998,38.13,-103.42,1250,-7,United States,Colorado,Otero
524999,38.09,-103.42,1265,-7,United States,Colorado,Otero
525000,38.05,-103.42,1229,-7,United States,Colorado,Otero
525001,38.01,-103.42,1251,-7,United States,Colorado,Otero
525002,37.97,-103.42,1284,-7,United States,Colorado,Otero
525003,37.93,-103.42,1333,-7,United States,Colorado,Otero
525004,37.89,-103.42,1347,-7,United States,Colorado,Otero
525005,37.85,-103.42,1306,-7,United States,Colorado,Otero
525006,37.81,-103.42,1317,-7,United States,Colorado,Otero
525007,37.77,-103.42,1289,-7,United States,Colorado,Otero
525008,37.73,-103.42,1329,-7,United States,Colorado,Otero
525009,37.69,-103.42,1331,-7,United States,Colorado,Otero
525010,37.65,-103.42,1341,-7,United States,Colorado,Otero
525011,37.61,-103.42,1373,-7,United States,Colorado,Las Animas
525012,37.57,-103.42,1413,-7,United States,Colorado,Las Animas
525013,37.53,-103.42,1430,-7,United States,Colorado,Las Animas
525014,37.49,-103.42,1526,-7,United States,Colorado,Las Animas
525015,37.45,-103.42,1575,-7,United States,Colorado,Las Animas
525016,37.41,-103.42,1612,-7,United States,Colorado,Las Animas
525017,37.37,-103.42,1635,-7,United States,Colorado,Las Animas
525018,37.33,-103.42,1684,-7,United States,Colorado,Las Animas
525019,37.29,-103.42,1706,-7,United States,Colorado,Las Animas
525020,37.25,-103.42,1721,-7,United States,Colorado,Las Animas
525021,37.21,-103.42,1753,-7,United States,Colorado,Las Animas
525022,37.17,-103.42,1771,-7,United States,Colorado,Las Animas
525023,37.13,-103.42,1756,-7,United States,Colorado,Las Animas
525024,37.09,-103.42,1800,-7,United States,Colorado,Las Animas
525025,37.05,-103.42,1755,-7,United States,Colorado,Las Animas
525026,37.01,-103.42,1681,-7,United States,Colorado,Las Animas
525976,40.97,-103.38,1383,-7,United States,Colorado,Logan
525977,40.93,-103.38,1311,-7,United States,Colorado,Logan
525978,40.89,-103.38,1287,-7,United States,Colorado,Logan
525979,40.85,-103.38,1280,-7,United States,Colorado,Logan
525980,40.81,-103.38,1276,-7,United States,Colorado,Logan
525981,40.77,-103.38,1296,-7,United States,Colorado,Logan
525982,40.73,-103.38,1321,-7,United States,Colorado,Logan
525983,40.69,-103.38,1315,-7,United States,Colorado,Logan
525984,40.65,-103.38,1307,-7,United States,Colorado,Logan
525985,40.61,-103.38,1272,-7,United States,Colorado,Logan
525986,40.57,-103.38,1279,-7,United States,Colorado,Logan
525987,40.53,-103.38,1293,-7,United States,Colorado,Logan
525988,40.49,-103.38,1279,-7,United States,Colorado,Logan
525989,40.45,-103.38,1251,-7,United States,Colorado,Logan
525990,40.41,-103.38,1244,-7,United States,Colorado,Washington
525991,40.37,-103.38,1303,-7,United States,Colorado,Washington
525992,40.33,-103.38,1331,-7,United States,Colorado,Washington
525993,40.29,-103.38,1346,-7,United States,Colorado,Washington
525994,40.25,-103.38,1369,-7,United States,Colorado,Washington
525995,40.21,-103.38,1350,-7,United States,Colorado,Washington
525996,40.17,-103.38,1353,-7,United States,Colorado,Washington
525997,40.13,-103.38,1366,-7,United States,Colorado,Washington
525998,40.09,-103.38,1391,-7,United States,Colorado,Washington
525999,40.05,-103.38,1442,-7,United States,Colorado,Washington
526000,40.01,-103.38,1420,-7,United States,Colorado,Washington
526001,39.97,-103.38,1429,-7,United States,Colorado,Washington
526002,39.93,-103.38,1430,-7,United States,Colorado,Washington
526003,39.89,-103.38,1448,-7,United States,Colorado,Washington
526004,39.85,-103.38,1455,-7,United States,Colorado,Washington
526005,39.81,-103.38,1455,-7,United States,Colorado,Washington
526006,39.77,-103.38,1476,-7,United States,Colorado,Washington
526007,39.73,-103.38,1514,-7,United States,Colorado,Washington
526008,39.69,-103.38,1541,-7,United States,Colorado,Washington
526009,39.65,-103.38,1567,-7,United States,Colorado,Washington
526010,39.61,-103.38,1575,-7,United States,Colorado,Washington
526011,39.57,-103.38,1579,-7,United States,Colorado,Washington
526012,39.53,-103.38,1584,-7,United States,Colorado,Lincoln
526013,39.49,-103.38,1593,-7,United States,Colorado,Lincoln
526014,39.45,-103.38,1599,-7,United States,Colorado,Lincoln
526015,39.41,-103.38,1615,-7,United States,Colorado,Lincoln
526016,39.37,-103.38,1629,-7,United States,Colorado,Lincoln
526017,39.33,-103.38,1638,-7,United States,Colorado,Lincoln
526018,39.29,-103.38,1647,-7,United States,Colorado,Lincoln
526019,39.25,-103.38,1661,-7,United States,Colorado,Lincoln
526020,39.21,-103.38,1639,-7,United States,Colorado,Lincoln
526021,39.17,-103.38,1588,-7,United States,Colorado,Lincoln
526022,39.13,-103.38,1555,-7,United States,Colorado,Lincoln
526023,39.09,-103.38,1515,-7,United States,Colorado,Lincoln
526024,39.05,-103.38,1517,-7,United States,Colorado,Lincoln
526025,39.01,-103.38,1518,-7,United States,Colorado,Lincoln
526026,38.97,-103.38,1506,-7,United States,Colorado,Lincoln
526027,38.93,-103.38,1484,-7,United States,Colorado,Lincoln
526028,38.89,-103.38,1481,-7,United States,Colorado,Lincoln
526029,38.85,-103.38,1486,-7,United States,Colorado,Lincoln
526030,38.81,-103.38,1468,-7,United States,Colorado,Lincoln
526031,38.77,-103.38,1483,-7,United States,Colorado,Lincoln
526032,38.73,-103.38,1490,-7,United States,Colorado,Lincoln
526033,38.69,-103.38,1500,-7,United States,Colorado,Lincoln
526034,38.65,-103.38,1468,-7,United States,Colorado,Lincoln
526035,38.61,-103.38,1416,-7,United States,Colorado,Lincoln
526036,38.57,-103.38,1387,-7,United States,Colorado,Lincoln
526037,38.53,-103.38,1365,-7,United States,Colorado,Lincoln
526038,38.49,-103.38,1358,-7,United States,Colorado,Kiowa
526039,38.45,-103.38,1338,-7,United States,Colorado,Kiowa
526040,38.41,-103.38,1322,-7,United States,Colorado,Kiowa
526041,38.37,-103.38,1319,-7,United States,Colorado,Kiowa
526042,38.33,-103.38,1338,-7,United States,Colorado,Kiowa
526043,38.29,-103.38,1318,-7,United States,Colorado,Kiowa
526044,38.25,-103.38,1299,-7,United States,Colorado,Bent
526045,38.21,-103.38,1277,-7,United States,Colorado,Bent
526046,38.17,-103.38,1258,-7,United States,Colorado,Bent
526047,38.13,-103.38,1240,-7,United States,Colorado,Bent
526048,38.09,-103.38,1241,-7,United States,Colorado,Bent
526049,38.05,-103.38,1223,-7,United States,Colorado,Bent
526050,38.01,-103.38,1254,-7,United States,Colorado,Bent
526051,37.97,-103.38,1303,-7,United States,Colorado,Bent
526052,37.93,-103.38,1319,-7,United States,Colorado,Bent
526053,37.89,-103.38,1306,-7,United States,Colorado,Bent
526054,37.85,-103.38,1286,-7,United States,Colorado,Bent
526055,37.81,-103.38,1280,-7,United States,Colorado,Bent
526056,37.77,-103.38,1315,-7,United States,Colorado,Bent
526057,37.73,-103.38,1376,-7,United States,Colorado,Bent
526058,37.69,-103.38,1350,-7,United States,Colorado,Bent
526059,37.65,-103.38,1375,-7,United States,Colorado,Bent
526060,37.61,-103.38,1425,-7,United States,Colorado,Las Animas
526061,37.57,-103.38,1440,-7,United States,Colorado,Las Animas
526062,37.53,-103.38,1470,-7,United States,Colorado,Las Animas
526063,37.49,-103.38,1522,-7,United States,Colorado,Las Animas
526064,37.45,-103.38,1540,-7,United States,Colorado,Las Animas
526065,37.41,-103.38,1605,-7,United States,Colorado,Las Animas
526066,37.37,-103.38,1671,-7,United States,Colorado,Las Animas
526067,37.33,-103.38,1702,-7,United States,Colorado,Las Animas
526068,37.29,-103.38,1719,-7,United States,Colorado,Las Animas
526069,37.25,-103.38,1725,-7,United States,Colorado,Las Animas
526070,37.21,-103.38,1741,-7,United States,Colorado,Las Animas
526071,37.17,-103.38,1723,-7,United States,Colorado,Las Animas
526072,37.13,-103.38,1731,-7,United States,Colorado,Las Animas
526073,37.09,-103.38,1748,-7,United States,Colorado,Las Animas
526074,37.05,-103.38,1719,-7,United States,Colorado,Las Animas
526075,37.01,-103.38,1635,-7,United States,Colorado,Las Animas
527025,40.97,-103.34,1424,-7,United States,Colorado,Logan
527026,40.93,-103.34,1353,-7,United States,Colorado,Logan
527027,40.89,-103.34,1299,-7,United States,Colorado,Logan
527028,40.85,-103.34,1272,-7,United States,Colorado,Logan
527029,40.81,-103.34,1263,-7,United States,Colorado,Logan
527030,40.77,-103.34,1259,-7,United States,Colorado,Logan
527031,40.73,-103.34,1278,-7,United States,Colorado,Logan
527032,40.69,-103.34,1281,-7,United States,Colorado,Logan
527033,40.65,-103.34,1274,-7,United States,Colorado,Logan
527034,40.61,-103.34,1263,-7,United States,Colorado,Logan
527035,40.57,-103.34,1241,-7,United States,Colorado,Logan
527036,40.53,-103.34,1238,-7,United States,Colorado,Logan
527037,40.49,-103.34,1227,-7,United States,Colorado,Logan
527038,40.45,-103.34,1235,-7,United States,Colorado,Logan
527039,40.41,-103.34,1261,-7,United States,Colorado,Washington
527040,40.37,-103.34,1322,-7,United States,Colorado,Washington
527041,40.33,-103.34,1358,-7,United States,Colorado,Washington
527042,40.29,-103.34,1387,-7,United States,Colorado,Washington
527043,40.25,-103.34,1394,-7,United States,Colorado,Washington
527044,40.21,-103.34,1375,-7,United States,Colorado,Washington
527045,40.17,-103.34,1383,-7,United States,Colorado,Washington
527046,40.13,-103.34,1404,-7,United States,Colorado,Washington
